"","pred"
"1",1.08973502228478
"2",1.11881875883808
"3",1.03156864816525
"4",0.917744989599827
"5",1.06844486437617
"6",0.905361033348501
"7",0.824482635666337
"8",1.0431893632336
"9",0.884375478230252
"10",1.02227159595067
"11",0.867279919344162
"12",0.941956962549489
"13",0.763434423678055
"14",0.990456724421201
"15",1.09260854706074
"16",1.03791273270143
"17",0.901324825694971
"18",0.922508935865462
"19",0.921344710365401
"20",1.11414730531075
"21",1.04688811364705
"22",1.05200983965705
"23",0.871474602538359
"24",0.829172285106704
"25",0.906874731639323
"26",0.902816525912702
"27",0.995477754015537
"28",0.993475551650762
"29",1.02379788452101
"30",0.927474459736048
"31",1.00580507949396
"32",1.08195042591528
"33",0.839736338969746
"34",0.774164437157432
"35",0.891020969381278
"36",1.05226548957809
"37",1.23096410032101
"38",0.829320345780839
"39",0.997039549083521
"40",1.02320856289664
"41",0.799053054180561
"42",1.17639178280652
"43",1.06987616762741
"44",1.08779034028149
"45",1.00232196135935
"46",0.794906806788137
"47",1.02361327194396
"48",0.99463719781683
"49",0.782614296860953
"50",1.0077540036085
"51",0.995870269343013
"52",0.956026849442574
"53",1.0803699484628
"54",1.09388564651108
"55",0.846510998314251
"56",1.06524443391496
"57",1.09879598587208
"58",0.919684460446368
"59",1.10216383173272
"60",0.92980098232067
"61",1.13349228306653
"62",1.14988491634799
"63",1.13892721109863
"64",1.16763304437975
"65",1.08883874169878
"66",1.05434124720178
"67",0.909866103584171
"68",0.852526530055502
"69",0.785554788833037
"70",1.01318851119646
"71",0.814498272259508
"72",0.802226220090728
"73",0.939092449202461
"74",0.839963268485566
"75",0.785453527009516
"76",0.847220138779839
"77",1.04495998687319
"78",1.08062726366674
"79",0.840510354237873
"80",1.06803791959968
"81",1.0925754861252
"82",0.960467774837233
"83",0.948633243673208
"84",1.0371418559167
"85",1.01218986374505
"86",0.887916001268297
"87",1.00432698343812
"88",0.745306588972404
"89",1.07924433018499
"90",1.02557857365008
"91",1.07634498072854
"92",0.842382257075483
"93",0.873217573835095
"94",0.851423580836527
"95",1.00203420311215
"96",1.14992333923665
"97",0.962593968572888
"98",0.819577720863058
"99",0.875499139283712
"100",0.95076737143576
"101",1.14340015720998
"102",1.06676268983121
"103",0.95443384684474
"104",1.00379932965121
"105",0.810245909928757
"106",1.16097787411525
"107",0.87489578907035
"108",0.994187812070575
"109",1.10177517118467
"110",1.09660568898179
"111",0.842971778387326
"112",1.09034178608551
"113",0.957287772270891
"114",1.0018886834455
"115",1.16847857629095
"116",1.06798336708807
"117",1.19467325365035
"118",0.963624970904596
"119",0.809643052376583
"120",0.920596252554814
"121",0.946455411130952
"122",0.903996610887083
"123",1.16191449791847
"124",1.0827515770468
"125",0.838299188666743
"126",0.891276548357265
"127",0.969543064377564
"128",1.15316326442508
"129",0.871873915682964
"130",0.921999366991801
"131",0.944697133527813
"132",1.10823723305614
"133",0.807745251627198
"134",0.990463401294587
"135",0.824828494765429
"136",0.858515282555358
"137",1.08826258665871
"138",0.889304791961622
"139",1.04335375332565
"140",0.764031352771089
"141",1.1709322264597
"142",1.11544437926967
"143",1.06347611570265
"144",1.16160545542152
"145",1.13103960386934
"146",1.02248700065626
"147",0.875262758330694
"148",0.946177675188734
"149",1.16468025312932
"150",1.0581905499882
"151",0.829525516005111
"152",1.06792158347825
"153",1.02716948390242
"154",1.05407496493085
"155",0.859319590933089
"156",1.06302238815337
"157",0.972915022635896
"158",0.952213489008291
"159",1.12960799994139
"160",1.1772850363874
"161",1.17352517146781
"162",1.05257494067376
"163",1.04667875234449
"164",0.755164670745036
"165",1.13114228223366
"166",0.9250876746944
"167",1.05336868725935
"168",1.06993445316528
"169",1.07081274047244
"170",0.96335863321499
"171",0.829128314933449
"172",1.17087297821166
"173",1.15831132491563
"174",1.12538852194505
"175",1.01388155405081
"176",0.861917889124915
"177",0.869767407540765
"178",1.15608128379128
"179",0.731621470391063
"180",0.74157040089097
"181",0.892007443613806
"182",0.94766405484634
"183",0.941191075867721
"184",0.925023481253788
"185",1.12939861233049
"186",1.07164504351458
"187",1.13705281725685
"188",0.773723834782686
"189",1.00612829966372
"190",1.0967247621947
"191",0.967047491011004
"192",1.20108258212314
"193",0.892726300576378
"194",0.983526874106658
"195",1.04072785169959
"196",1.04870531328474
"197",0.937151376589251
"198",0.948272343095186
"199",0.796782626159468
"200",0.787719716979832
"201",0.89073418906799
"202",1.10323298749975
"203",1.20224066436671
"204",1.09043972967578
"205",0.98530097733191
"206",0.717150458191609
"207",0.839364473218053
"208",1.11477236506629
"209",1.16552395507697
"210",0.95006365487722
"211",0.920392460374842
"212",0.986411698737297
"213",1.10453652118835
"214",0.778812928994341
"215",1.13207632805846
"216",1.06816856593474
"217",0.769543657422616
"218",1.21717592366003
"219",1.03889425538864
"220",1.08376752364396
"221",0.96218078135457
"222",1.00224923655351
"223",0.85399224080967
"224",0.885410253487079
"225",0.917194842049113
"226",0.96300478629293
"227",1.15103323501891
"228",1.08972541848109
"229",0.903100917486626
"230",1.0467484605122
"231",1.12273380839418
"232",1.14500835711144
"233",1.14546537896479
"234",1.08027811562753
"235",1.05293925862115
"236",1.06650058311486
"237",1.0912715635748
"238",0.8882894960171
"239",0.977283148863964
"240",0.903032639495736
"241",1.17598769905993
"242",1.04289079881705
"243",1.15272829650357
"244",1.0835054401254
"245",0.680821780561189
"246",0.852077222063578
"247",0.847408982961117
"248",1.14445346011062
"249",1.03630161480408
"250",1.14256835094535
"251",1.08530122916082
